Nome,Cognome,Nazionalità,R,Squadra,Quotazioni,Anno di nascita,Mv,Fm,Partite a voto,Gf,Gs,Rigori parati,Rigori calciati,Rigori segnati,Assist,Ammonizioni,Espulsioni,Autogol
Yann,Sommer,SWITZERLAND,POR,Inter,"17,0",17/12/1988,"6,12","5,63",34,0,19,1,0,0,0,1,0,0
Wojciech,Szczesny,POLAND,POR,Juventus,"16,0",18/04/1990,"6,21","5,43",35,0,30,1,0,0,0,1,0,0
Mile,Svilar,"SERBIA,BELGIUM",POR,Roma,"16,0",27/08/1999,"6,47","5,37",15,0,19,1,0,0,0,1,0,0
Michele,Di Gregorio,ITALY,POR,Monza,"16,0",27/07/1997,"6,35","5,47",33,0,35,2,0,0,0,0,0,0
Lukasz,Skorupski,POLAND,POR,Bologna,"15,0",05/05/1991,"6,17","5,33",32,0,29,1,0,0,0,2,0,0
Pietro,Terracciano,ITALY,POR,Fiorentina,"15,0",08/03/1990,"6,27","5,26",33,0,35,1,0,0,0,3,0,0
Marco,Carnesecchi,ITALY,POR,Atalanta,"15,0",01/07/2000,"6,19","5,3",27,0,30,2,0,0,0,0,0,0
Vanja,Milinkovic-Savic V.,"SERBIA,SPAIN",POR,Torino,"14,0",20/02/1997,"6,12","5,24",36,0,31,0,0,0,0,2,0,0
Elia,Caprile,ITALY,POR,Empoli,"14,0",25/08/2001,"6,26","5,22",23,0,27,1,0,0,0,0,0,0
Alex,Meret,ITALY,POR,Napoli,"13,0",22/03/1997,"6,06","4,97",31,0,40,2,0,0,0,0,0,0
Lorenzo,Montipo',ITALY,POR,Verona,"13,0",20/02/1996,"6,31","4,99",37,0,49,0,0,0,0,0,0,0
Wladimiro,Falcone,ITALY,POR,Lecce,"12,0",12/04/1995,"6,25","4,91",38,0,54,1,0,0,0,0,0,0
Ivan,Provedel,ITALY,POR,Lazio,"12,0",17/03/1994,"6,23","5,13",30,0,33,0,0,0,0,0,0,0
Josep,Martinez Jo.,SPAIN,POR,Genoa,"12,0",27/05/1998,"6,14","4,97",36,0,43,1,0,0,0,2,1,0
Maduka,Okoye,"NIGERIA,GERMANY",POR,Udinese,"12,0",28/08/1999,"6,17","4,93",21,0,25,0,0,0,0,2,0,0
Christos,Mandas,GREECE,POR,Lazio,"11,0",17/09/2001,"6,25","5,5",8,0,6,0,0,0,0,0,0,0
,Maignan,,POR,Milan,"10,0",,"6,05","4,86",29,0,34,0,0,0,1,1,1,0
,Ravaglia F.,,POR,Bologna,"9,0",,"6,33","6,33",6,0,3,1,0,0,0,0,0,0
,Consigli,,POR,Sassuolo,"7,0",,"6,14","4,27",35,0,68,1,0,0,0,1,0,0
,Scuffet,,POR,Cagliari,"7,0",,"6,13","4,31",31,0,55,0,0,0,0,3,0,0
,Rui Patricio,,POR,Roma,"5,0",,"5,98","4,78",23,0,27,0,0,0,0,1,0,0
,Turati,,POR,Frosinone,"7,0",,"6,19","4,42",31,0,58,1,0,0,0,0,0,0
,Sportiello,,POR,Milan,"6,0",,"6,14","4,57",7,0,11,0,0,0,0,0,0,0
,Audero,,POR,Inter,"6,0",,6,"5,25",4,0,3,0,0,0,0,0,0,0
,Musso,,POR,Atalanta,"5,0",,"6,14","5,05",11,0,12,0,0,0,0,0,0,0
,Perin,,POR,Juventus,"4,0",,6,"5,67",3,0,1,0,0,0,0,0,0,0
,Cerofolini,,POR,Frosinone,"4,0",,"5,94","4,25",8,0,11,0,0,0,0,1,0,1
,Ochoa,,POR,Salernitana,"4,0",,"6,31","4,21",21,0,44,0,0,0,0,0,0,0
,Berisha,,POR,Empoli,"3,0",,"6,11","4,54",14,0,25,1,0,0,0,0,0,0
,Perilli,,POR,Verona,"3,0",,"7,5","5,5",1,0,2,0,0,0,0,0,0,0
,Di Gennaro,,POR,Inter,"3,0",,"6,5","6,5",1,0,0,0,0,0,0,0,0,0
,Pinsoglio,,POR,Juventus,"3,0",,"6,5","6,5",1,0,0,0,0,0,0,0,0,0
,Rossi F.,,POR,Atalanta,"3,0",,"6,5","6,5",1,0,0,0,0,0,0,0,0,0
,Leali,,POR,Genoa,"2,0",,"6,5","5,25",2,0,2,0,0,0,0,1,0,0
,Gollini,,POR,Napoli,"2,0",,6,"4,86",7,0,8,0,0,0,0,0,0,0
,Aresti,,POR,Cagliari,"2,0",,6,5,1,0,1,0,0,0,0,0,0,0
,Fiorillo,,POR,Salernitana,"2,0",,6,"3,88",4,0,8,0,0,0,0,1,0,0
,Cragno,,POR,Sassuolo,"2,0",,6,"3,67",3,0,7,0,0,0,0,0,0,0
,Silvestri,,POR,Udinese,"2,0",,"5,82","4,18",17,0,28,0,0,0,0,0,0,0
,Sorrentino A.,,POR,Monza,"2,0",,6,"3,71",7,0,16,0,0,0,0,0,0,0
,Radunovic,,POR,Cagliari,"1,0",,"5,71",4,7,0,12,0,0,0,0,0,0,0
,Mirante,,POR,Milan,"1,0",,"6,25","4,75",2,0,3,0,0,0,0,0,0,0
,Sepe,,POR,Lazio,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Lamanna,,POR,Monza,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Sommariva,,POR,Genoa,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Pegolo,,POR,Sassuolo,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Padelli,,POR,Udinese,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Perisan,,POR,Empoli,"1,0",,5,3,1,0,2,0,0,0,0,0,0,0
,Costil,,POR,Salernitana,"1,0",,"6,19","3,96",13,0,29,0,0,0,0,0,0,0
,Frattali,,POR,Frosinone,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Contini,,POR,Napoli,"1,0",,6,6,1,0,0,0,0,0,0,0,0,0
,Brancolini,,POR,Lecce,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Bleve,,POR,Lecce,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Berardi A.,,POR,Verona,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Gemello,,POR,Torino,"1,0",,5,"2,5",2,0,5,0,0,0,0,0,0,0
,Boer,,POR,Roma,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Adamonis,,POR,Lazio,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Piana,,POR,Udinese,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Bagnolini,,POR,Bologna,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Luis Maximiano,,POR,Lazio,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli T.,,POR,Fiorentina,"1,0",,"6,5","4,5",1,0,2,0,0,0,0,0,0,0
,Popa,,POR,Torino,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Stubljar,,POR,Empoli,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Stankovic F.,,POR,Inter,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Gori,,POR,Monza,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Christensen O.,,POR,Fiorentina,"1,0",,"5,5","3,25",4,0,9,0,0,0,0,0,0,0
,Borbei,,POR,Lecce,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Palmisani,,POR,Frosinone,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Nava,,POR,Milan,"1,0",,"5,5","4,5",1,0,1,0,0,0,0,0,0,0
,Gasperini T.,,POR,Bologna,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Samooja,,POR,Lecce,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Stolz,,POR,Genoa,"1,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Dimarco,,DIF,Inter,"24,0",,"6,48","7,18",30,5,0,0,0,0,6,0,0,0
,Zortea,,DIF,Frosinone,"16,0",,"6,16","6,63",19,2,0,0,0,0,5,4,0,0
,Dumfries,,DIF,Inter,"16,0",,"6,1","6,53",30,4,0,0,0,0,3,2,1,0
,Buongiorno,,DIF,Torino,"15,0",,"6,31","6,5",29,3,0,0,0,0,0,7,0,0
,Hernandez T.,,DIF,Milan,"15,0",,"6,17","6,45",32,5,0,0,2,1,3,10,1,0
,Acerbi,,DIF,Inter,"14,0",,"6,17","6,5",29,3,0,0,0,0,1,1,0,0
,Bastoni,,DIF,Inter,"14,0",,"6,32","6,45",28,1,0,0,0,0,3,5,0,0
,Bremer,,DIF,Juventus,"14,0",,"6,24","6,36",36,3,0,0,0,0,0,9,0,0
,Bellanova,,DIF,Torino,"14,0",,"6,14","6,35",36,1,0,0,0,0,7,5,0,0
,Carlos Augusto,,DIF,Inter,"14,0",,"6,14","6,21",35,0,0,0,0,0,3,1,0,0
,Darmian,,DIF,Inter,"13,0",,"6,14","6,33",32,2,0,0,0,0,1,2,0,0
,Calafiori,,DIF,Bologna,"13,0",,"6,35","6,57",27,2,0,0,0,0,4,4,0,1
,Martinez Quarta,,DIF,Fiorentina,"13,0",,"6,04","6,41",28,5,0,0,0,0,0,9,0,0
,Dragusin,,DIF,Genoa,"13,0",,"6,11","6,45",19,2,0,0,0,0,1,1,0,0
,Vasquez,,DIF,Genoa,"13,0",,"6,16","6,19",35,1,0,0,0,0,1,6,0,0
,Bisseck,,DIF,Inter,"13,0",,"6,36",7,11,2,0,0,0,0,1,0,0,0
,Rodriguez R.,,DIF,Torino,"12,0",,"6,11","6,17",35,1,0,0,0,0,1,4,0,0
,Di Lorenzo,,DIF,Napoli,"12,0",,"6,07","6,21",36,1,0,0,0,0,5,6,0,0
,Tomori,,DIF,Milan,"12,0",,6,"6,32",25,4,0,0,0,0,0,6,1,0
,Scalvini,,DIF,Atalanta,"11,0",,"6,06","6,2",33,1,0,0,0,0,3,3,0,0
,Luperto,,DIF,Empoli,"11,0",,6,"6,05",38,1,0,0,0,0,1,4,0,0
,Mancini,,DIF,Roma,"11,0",,"5,99","6,2",35,4,0,0,0,0,0,9,0,0
,Mina,,DIF,Cagliari,"11,0",,"6,03","6,27",15,2,0,0,1,1,0,5,0,0
,Maehle,,DIF,Atalanta,"11,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Gendrey,,DIF,Lecce,"11,0",,"5,92","6,09",37,2,0,0,0,0,3,5,0,0
,Posch,,DIF,Bologna,"11,0",,"6,1","6,15",30,1,0,0,0,0,2,7,0,0
,De Vrij,,DIF,Inter,"10,0",,"6,27","6,41",22,1,0,0,0,0,0,0,0,0
,Zappacosta,,DIF,Atalanta,"10,0",,"5,92","6,06",31,2,0,0,0,0,1,5,0,0
,Spinazzola,,DIF,Roma,"10,0",,"6,09","6,3",23,1,0,0,0,0,2,0,0,0
,Pavard,,DIF,Inter,"10,0",,"6,29","6,24",21,0,0,0,0,0,2,6,0,0
,Danilo,,DIF,Juventus,"10,0",,"6,09","6,11",28,1,0,0,0,0,1,7,0,0
,Gallo,,DIF,Lecce,"10,0",,"5,94",6,34,0,0,0,0,0,3,2,0,0
,Ruggeri,,DIF,Atalanta,"10,0",,"5,97","6,08",33,0,0,0,0,0,5,3,0,0
,Cambiaso,,DIF,Juventus,"10,0",,6,"6,12",34,2,0,0,0,0,3,10,0,0
,Kamara H.,,DIF,Udinese,"10,0",,"6,06","6,1",31,1,0,0,0,0,0,4,0,0
,Gatti,,DIF,Juventus,"10,0",,"5,97","6,11",32,4,0,0,0,0,0,7,0,2
,Lucumi',,DIF,Bologna,"10,0",,"6,1","6,07",29,0,0,0,0,0,0,2,0,0
,Kayode,,DIF,Fiorentina,"10,0",,"6,06","6,17",26,1,0,0,0,0,1,2,0,0
,Biraghi,,DIF,Fiorentina,"9,0",,"5,96","6,11",28,2,0,0,1,0,5,8,0,0
,Patric,,DIF,Lazio,"9,0",,"6,08","6,29",19,2,0,0,0,0,0,4,0,0
,Calabria,,DIF,Milan,"9,0",,"5,95","6,03",29,1,0,0,0,0,3,3,2,0
,Florenzi,,DIF,Milan,"9,0",,6,"6,19",27,1,0,0,0,0,4,5,0,0
,Lirola,,DIF,Frosinone,"9,0",,"5,75","6,02",24,2,0,0,0,0,1,1,0,0
,Gosens,,DIF,Inter,"9,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Kolasinac,,DIF,Atalanta,"9,0",,"6,03","6,07",29,1,0,0,0,0,0,4,0,0
,Rrahmani,,DIF,Napoli,"9,0",,"5,93","6,15",30,3,0,0,0,0,0,5,0,0
,Angelino,,DIF,Roma,"8,0",,"5,94","5,88",16,0,0,0,0,0,2,2,0,1
,Kristiansen,,DIF,Bologna,"8,0",,"5,97",6,30,0,0,0,0,0,3,4,0,0
,Rugani,,DIF,Juventus,"8,0",,"6,11","6,46",14,2,0,0,0,0,0,2,0,0
,De Silvestri,,DIF,Bologna,"8,0",,"6,17","6,67",12,2,0,0,0,0,0,0,0,0
,Djimsiti,,DIF,Atalanta,"8,0",,"5,94","5,92",36,0,0,0,0,0,1,4,0,0
,Bani,,DIF,Genoa,"8,0",,"6,02","6,07",27,2,0,0,0,0,0,9,0,0
,Demiral,,DIF,Atalanta,"8,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Lazaro,,DIF,Torino,"8,0",,"6,02","6,07",30,0,0,0,0,0,3,3,0,0
,Gabbia,,DIF,Milan,"8,0",,"6,06","6,26",17,2,0,0,0,0,0,5,0,0
,Toljan,,DIF,Sassuolo,"8,0",,"5,92","6,06",24,0,0,0,0,0,4,1,0,0
,Zappa,,DIF,Cagliari,"8,0",,"5,8","5,91",37,1,0,0,0,0,2,2,0,0
,Singo,,DIF,Torino,"8,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Mari',,DIF,Monza,"8,0",,"5,98","5,88",33,0,0,0,0,0,0,7,0,0
,Birindelli,,DIF,Monza,"8,0",,6,"5,89",32,0,0,0,0,0,0,7,0,0
,Bijol,,DIF,Udinese,"8,0",,"6,08",6,24,0,0,0,0,0,0,4,0,0
,Sambia,,DIF,Salernitana,"7,0",,"5,91","6,09",16,1,0,0,0,0,2,4,0,0
,Beukema,,DIF,Bologna,"7,0",,"6,02","6,02",30,1,0,0,0,0,0,4,1,0
,Dossena,,DIF,Cagliari,"7,0",,"5,84","5,94",35,2,0,0,0,0,4,5,0,2
,Romagnoli S.,,DIF,Frosinone,"7,0",,"5,83","5,83",33,1,0,0,0,0,0,6,0,0
,Sabelli,,DIF,Genoa,"7,0",,"5,92","5,87",31,0,0,0,0,0,1,5,0,0
,Lykogiannis,,DIF,Bologna,"7,0",,"5,97","6,36",18,2,0,0,0,0,2,2,0,0
,Magnani,,DIF,Verona,"7,0",,6,"5,9",30,0,0,0,0,0,0,6,0,0
,Smalling,,DIF,Roma,"7,0",,"5,83","5,83",6,0,0,0,0,0,0,0,0,0
,Ibanez,,DIF,Roma,"7,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Augello,,DIF,Cagliari,"7,0",,"5,77","5,81",32,1,0,0,0,0,1,5,0,0
,Monterisi,,DIF,Frosinone,"7,0",,"5,83","6,25",18,2,0,0,0,0,2,1,0,0
,Llorente D.,,DIF,Roma,"7,0",,"5,91","5,97",29,1,0,0,0,0,1,5,0,0
,Pongracic,,DIF,Lecce,"7,0",,"5,94","5,81",36,0,0,0,0,0,0,8,1,0
,Perez N.,,DIF,Udinese,"7,0",,"5,94","5,82",36,0,0,0,0,0,0,7,1,0
,Holm,,DIF,Atalanta,"7,0",,"5,94","6,08",18,1,0,0,0,0,1,5,0,0
,Spence,,DIF,Genoa,"6,0",,6,"5,97",15,0,0,0,0,0,0,1,0,0
,Schuurs,,DIF,Torino,"6,0",,"6,11","6,33",9,1,0,0,0,0,0,2,0,0
,Ehizibue,,DIF,Udinese,"6,0",,"5,88","5,82",20,0,0,0,0,0,1,4,0,0
,Dorgu,,DIF,Lecce,"6,0",,"5,9",6,29,2,0,0,0,0,0,6,0,0
,Manolas,,DIF,Salernitana,"6,0",,"5,81","5,81",8,0,0,0,0,0,0,0,0,0
,Romagnoli,,DIF,Lazio,"6,0",,"5,96","5,8",28,0,0,0,0,0,0,9,0,0
,Bereszynski,,DIF,Empoli,"6,0",,"5,85","5,83",23,0,0,0,0,0,1,3,0,0
,Marusic,,DIF,Lazio,"6,0",,"5,72","5,73",37,1,0,0,0,0,0,3,1,0
,Lazzari,,DIF,Lazio,"6,0",,"5,94","5,9",24,0,0,0,0,0,2,4,1,0
,Rogerio,,DIF,Sassuolo,"6,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Martin,,DIF,Genoa,"6,0",,"5,92","5,92",20,0,0,0,0,0,2,2,1,0
,N'Dicka,,DIF,Roma,"6,0",,"5,86","5,86",25,0,0,0,0,0,3,6,0,0
,Ranieri L.,,DIF,Fiorentina,"6,0",,"5,86","5,88",25,2,0,0,0,0,1,14,0,0
,Kyriakopoulos,,DIF,Monza,"6,0",,"5,87","5,93",27,0,0,0,0,0,3,3,0,0
,Erlic,,DIF,Sassuolo,"6,0",,"5,77","5,78",32,1,0,0,0,0,0,5,0,0
,Vojvoda,,DIF,Torino,"6,0",,"5,88","5,95",21,0,0,0,0,0,3,3,0,0
,Bakker,,DIF,Atalanta,"6,0",,"5,72",6,9,1,0,0,0,0,0,1,0,0
,Mazzocchi,,DIF,Napoli,"6,0",,"5,68","5,64",25,0,0,0,0,0,2,4,1,0
,Zanoli,,DIF,Salernitana,"6,0",,"5,83","5,75",18,0,0,0,0,0,2,4,0,1
,Ostigard,,DIF,Napoli,"6,0",,"5,9",6,20,1,0,0,0,0,0,2,0,0
,Coppola D.,,DIF,Verona,"6,0",,"5,85","5,92",20,2,0,0,0,0,0,9,0,0
,Gila,,DIF,Lazio,"6,0",,"6,02","5,93",21,0,0,0,0,0,0,2,1,0
,Doig,,DIF,Sassuolo,"6,0",,"5,82","5,77",28,0,0,0,0,0,2,7,0,0
,Valeri,,DIF,Frosinone,"5,0",,"5,6","5,57",15,0,0,0,0,0,1,3,0,0
,Hien,,DIF,Atalanta,"5,0",,"5,95","5,82",22,0,0,0,0,0,0,4,1,0
,Vogliacco,,DIF,Genoa,"5,0",,"6,03","5,97",15,0,0,0,0,0,1,4,0,0
,Pierozzi,,DIF,Salernitana,"5,0",,6,6,12,1,0,0,0,0,0,6,0,0
,Kristensen T.,,DIF,Udinese,"5,0",,"5,79","5,75",26,0,0,0,0,0,1,2,1,0
,Masina,,DIF,Torino,"5,0",,"5,87","5,8",15,0,0,0,0,0,0,2,0,0
,Cuadrado,,DIF,Inter,"5,0",,"6,05","6,2",10,0,0,0,0,0,2,1,0,0
,Ferrari G.,,DIF,Sassuolo,"5,0",,"5,56","5,59",27,1,0,0,0,0,0,4,0,0
,Karsdorp,,DIF,Roma,"5,0",,"6,03","6,08",18,0,0,0,0,0,2,2,0,0
,Boateng J.,,DIF,Salernitana,"5,0",,"5,83","5,83",6,0,0,0,0,0,0,0,0,0
,Walukiewicz,,DIF,Empoli,"5,0",,"5,76","5,65",27,0,0,0,0,0,0,6,0,0
,Carboni A.,,DIF,Monza,"5,0",,"5,88",6,21,1,0,0,0,0,0,1,0,0
,Caldirola,,DIF,Monza,"5,0",,"5,79","5,78",29,1,0,0,0,0,0,5,1,0
,Ismajli,,DIF,Empoli,"5,0",,"5,72","5,68",25,0,0,0,0,0,0,2,0,0
,Bastoni S.,,DIF,Empoli,"5,0",,"5,88",6,12,1,0,0,0,0,0,3,0,0
,Bradaric,,DIF,Salernitana,"5,0",,"5,72","5,74",34,0,0,0,0,0,3,5,0,0
,Haps,,DIF,Genoa,"5,0",,"5,93",6,14,0,0,0,0,0,1,0,0,0
,Viti,,DIF,Sassuolo,"5,0",,"5,89","5,96",14,1,0,0,0,0,0,0,0,1
,De Winter,,DIF,Genoa,"5,0",,"5,84","5,74",29,0,0,0,0,0,1,6,1,0
,Cacace,,DIF,Empoli,"5,0",,"5,73","5,66",28,0,0,0,0,0,1,6,0,0
,Baschirotto,,DIF,Lecce,"5,0",,"5,76","5,72",37,0,0,0,0,0,1,3,1,0
,Olivera,,DIF,Napoli,"4,0",,"5,82","5,89",22,1,0,0,0,0,0,3,0,0
,Cabal,,DIF,Verona,"4,0",,"5,82","5,66",19,0,0,0,0,0,0,6,0,0
,Zemura,,DIF,Udinese,"4,0",,"5,86","5,98",21,1,0,0,0,0,0,1,0,0
,Huijsen,,DIF,Roma,"4,0",,"5,86","6,05",11,2,0,0,0,0,0,4,0,1
,Hysaj,,DIF,Lazio,"4,0",,"5,7","5,65",20,0,0,0,0,0,0,2,0,0
,Izzo,,DIF,Monza,"4,0",,"5,82","5,62",20,0,0,0,0,0,0,9,0,0
,D'Ambrosio,,DIF,Monza,"4,0",,"5,79","5,69",24,0,0,0,0,0,0,3,1,0
,Juan Jesus,,DIF,Napoli,"4,0",,"5,69","5,67",24,1,0,0,0,0,0,7,0,0
,Bonucci,,DIF,Juventus,"4,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Goldaniga,,DIF,Cagliari,"4,0",,"5,65","5,54",13,0,0,0,0,0,0,3,0,0
,Alex Sandro,,DIF,Juventus,"4,0",,6,"6,25",10,1,0,0,0,0,0,1,0,0
,Toloi,,DIF,Atalanta,"4,0",,"5,89","5,68",14,0,0,0,0,0,0,4,1,0
,Pereira P.,,DIF,Monza,"4,0",,"5,76","5,74",19,0,0,0,0,0,1,3,0,0
,Ceccherini,,DIF,Verona,"4,0",,0,0,0,0,0,0,0,0,0,0,0,0
,Fazio,,DIF,Salernitana,"4,0",,"5,71","5,85",17,1,0,0,0,0,1,3,0,0
,Biraschi,,DIF,Genoa,"4,0",,6,9,1,1,0,0,0,0,0,0,0,0
,Hateboer,,DIF,Atalanta,"4,0",,"5,83","5,78",18,0,0,0,0,0,1,5,0,0
,Milenkovic,,DIF,Fiorentina,"4,0",,"5,67","5,6",30,0,0,0,0,0,0,4,0,0
,Marchizza,,DIF,Frosinone,"4,0",,6,"6,19",13,0,0,0,0,0,3,1,0,0
,Kjaer,,DIF,Milan,"4,0",,"5,83","5,87",15,0,0,0,0,0,1,1,0,0
,Pellegrini Lu.,,DIF,Lazio,"4,0",,"5,79","5,76",17,1,0,0,0,0,0,5,1,0
,Okoli,,DIF,Frosinone,"4,0",,"5,72","5,62",34,0,0,0,0,0,1,9,0,0
